FlightId	ProcessingTimeUtc	AirlineCode	FlightNumber	SchedDepAirportCode	SchedArrAirportCode	SchedDepartureUtc	SchedArrivalUtc	SchedDepartureLocal	SchedArrivalLocal	Status	DiversionStatus	RecoveryExists	OpAirlineCode	OpFlightNumber	AltDepAirportCode	AltArrAirportCode	OutGateLocal	OutGateUtc	OutGateAccuracy	OutGateSource	InAirLocal	InAirUtc	InAirAccuracy	InAirSource	LandedLocal	LandedUtc	LandedAccuracy	LandedSource	InGateLocal	InGateUtc	InGateAccuracy	InGateSource	DepTerminal	DepGate	CheckinCounter	ArrTerminal	ArrGate	Baggage	SvcType	AircraftType	OptionalEquipment	WeightClass	Unscheduled	SeqNumber	NumLegs	DepAirportCountryId	ArrAirportCountryId	TailNumber	RegAirlineCode	RegFlightNumber	DepScheduleStatus	ArrScheduleStatus	OriginationDateLocal	OriginationDateUtc	DomIntDep	DomIntArr	PrevFltAirlineCode	PrevFltNumber	PrevFltSchedArrLocal	PrevFltSchedArrUtc	PrevFltMethod	Suffix	AircraftOwner	IsGeneralAviation	SchedDepAptNS	SchedArrAptNS	AltDepAptNS	AltArrAptNS	DepDelayCode	ArrDelayCode	UpStreamLegs	DownStreamLegs	NewToFlightWindow	StatusChange	PreviousStatus	DiversionStatusChange	PreviousDiversionStatus	OutGateUtcChange	PreviousOutGateUtc	PreviousOutGateLocal	InAirUtcChange	PreviousInAirUtc	PreviousInAirLocal	LandingUtcChange	PreviousLandingUtc	PreviousLandingLocal	InGateUtcChange	PreviousInGateUtc	PreviousInGateLocal	DepGateChange	PreviousDepGate	DepTerminalChange	PreviousDepTerminal	ArrGateChange	PreviousArrGate	ArrTerminalChange	PreviousArrTerminal	BaggageChange	PreviousBaggage	AircraftTypeChange	PreviousAircraftType	TailNumberChange	PreviousTailNumber	PrevFltChange	PreviousPrevFltAirlineCode	PreviousPrevFltNumber	OtherChange
UA589IAHIAD04131758	2017-04-13 20:28:00	UA	589	IAH	IAD	2017-04-13 17:58	2017-04-13 21:00	2017-04-13 12:58	2017-04-13 17:00	InAir		N					2017-04-13 12:58	2017-04-13 17:58	Actual	AirlineData	2017-04-13 13:06	2017-04-13 18:06	Actual	AirlineData	2017-04-13 16:39	2017-04-13 20:39	Estimated	AirlineData	2017-04-13 16:47	2017-04-13 20:47	Estimated	AirlineData	E	E12			D7	2	J	B738		L		2	2	US	US	N37267					2017-04-13	2017-04-13			UA	1467	2017-04-13 11:00	2017-04-13 16:00	T				I	I					ORD													Y	2017-04-13 20:38	2017-04-13 16:38	Y	2017-04-13 20:46	2017-04-13 16:46																		
AA386DFWJAX04132000	2017-04-13 20:28:00	AA	386	DFW	JAX	2017-04-13 20:00	2017-04-13 22:17	2017-04-13 15:00	2017-04-13 18:17	InAir		N					2017-04-13 14:55	2017-04-13 19:55	Actual	AirlineData	2017-04-13 15:09	2017-04-13 20:09	Actual	AirlineData	2017-04-13 18:03	2017-04-13 22:03	Estimated	FlightViewData	2017-04-13 18:10	2017-04-13 22:10	Estimated	AirlineData	C	C11			C7	8	J	MD83		Z		1	2	US	US	N966TW					2017-04-13	2017-04-13			AA	1561	2017-04-13 13:48	2017-04-13 18:48	T				I	I			06	06		DFW												Y	2017-04-13 22:05	2017-04-13 18:05																					
AA3126YULORD04132132	2017-04-13 20:28:00	AA	3126	YUL	ORD	2017-04-13 21:32	2017-04-14 00:12	2017-04-13 17:32	2017-04-13 19:12	Delayed		N					2017-04-13 18:30	2017-04-13 22:30	Estimated	AirlineData									2017-04-13 20:10	2017-04-14 01:10	Estimated	AirlineData		C78		T3	L10C	9	J	CRJ				1	1	CA	US	N705SK	OO	3126			2017-04-13	2017-04-13									OO		I	I			06	06								Y	2017-04-13 22:15	2017-04-13 18:15							Y	2017-04-14 00:55	2017-04-13 19:55					Y	L8												
DL1145DTWBOS04131943	2017-04-13 20:28:00	DL	1145	DTW	BOS	2017-04-13 19:43	2017-04-13 21:48	2017-04-13 15:43	2017-04-13 17:48	InAir		N					2017-04-13 15:42	2017-04-13 19:42	Actual	AirlineData	2017-04-13 16:02	2017-04-13 20:02	Actual	AirlineData	2017-04-13 17:23	2017-04-13 21:23	Estimated	FlightViewData	2017-04-13 17:29	2017-04-13 21:29	Estimated	AirlineData	EM	A31		A	A8		J	MD90		Z		1	1	US	US	N930DN					2017-04-13	2017-04-13											I	I			06	06														Y	2017-04-13 21:24	2017-04-13 17:24	Y	2017-04-13 21:27	2017-04-13 17:27																		
DL1052MKEATL04131900	2017-04-13 20:28:00	DL	1052	MKE	ATL	2017-04-13 19:00	2017-04-13 21:02	2017-04-13 14:00	2017-04-13 17:02	InAir		N					2017-04-13 14:17	2017-04-13 19:17	Actual	AirlineData	2017-04-13 14:29	2017-04-13 19:29	Actual	AirlineData	2017-04-13 16:53	2017-04-13 20:53	Estimated	FlightViewData	2017-04-13 16:59	2017-04-13 20:59	Estimated	AirlineData		D46		S	B02		J	MD88		Z		2	2	US	US	N918DE					2017-04-13	2017-04-13			DL	1052	2017-04-13 13:20	2017-04-13 18:20	T				I	I			06	06	ATL													Y	2017-04-13 20:52	2017-04-13 16:52																					
AA173RDUDFW04131946	2017-04-13 20:28:00	AA	173	RDU	DFW	2017-04-13 19:46	2017-04-13 22:54	2017-04-13 15:46	2017-04-13 17:54	InAir		N					2017-04-13 15:41	2017-04-13 19:41	Actual	AirlineData	2017-04-13 15:51	2017-04-13 19:51	Actual	AirlineData	2017-04-13 17:19	2017-04-13 22:19	Estimated	FlightViewData	2017-04-13 17:34	2017-04-13 22:34	Estimated	AirlineData	2	C17		C	C33	C31	J	MD83		Z		2	2	US	US	N9625W					2017-04-13	2017-04-13											I	I			06	06	LHR													Y	2017-04-13 22:17	2017-04-13 17:17																					
SY8024OMAGJT04132020	2017-04-13 20:28:00	SY	8024	OMA	GJT	2017-04-13 20:20	2017-04-13 22:01	2017-04-13 15:20	2017-04-13 16:01	InAir		N									2017-04-13 15:22	2017-04-13 20:22	Actual	FlightViewData	2017-04-13 15:55	2017-04-13 21:55	Estimated	FlightViewData												B738		L	Y			US	US																		I	I								Y	Proposed			Y	2017-04-13 20:20	2017-04-13 15:20	Y			Y																							
UA3599RDULGA04131832	2017-04-13 20:28:00	UA	3599	RDU	LGA	2017-04-13 18:32	2017-04-13 20:05	2017-04-13 14:32	2017-04-13 16:05	InAir		N					2017-04-13 15:13	2017-04-13 19:13	Actual	AirlineData	2017-04-13 15:43	2017-04-13 19:43	Actual	AirlineData	2017-04-13 16:55	2017-04-13 20:55	Estimated	FlightViewData	2017-04-13 16:55	2017-04-13 20:55	Estimated	AirlineData	2	D18		B	C7		J	E170		L		1	1	US	US	N979RP	YX	3599			2017-04-13	2017-04-13			UA	3593	2017-04-13 13:56	2017-04-13 17:56	T		YX		I	I																		Y	2017-04-13 20:54	2017-04-13 16:54																					
NK342PHXMSP04132121	2017-04-13 20:28:00	NK	342	PHX	MSP	2017-04-13 21:21	2017-04-14 00:28	2017-04-13 14:21	2017-04-13 19:28	Scheduled		N					2017-04-13 14:21	2017-04-13 21:21	Estimated	AirlineData									2017-04-13 19:28	2017-04-14 00:28	Estimated	AirlineData	2	2		1	E2	14	J	A320		L		1	1	US	US	N903NK					2017-04-13	2017-04-13			NK	939	2017-04-13 13:31	2017-04-13 20:31	T				I	I																																		Y	32A						Y
MBT2YDNYWG04132330	2017-04-13 20:28:00	MBT	2	YDN	YWG	2017-04-13 23:30	2017-04-14 00:07	2017-04-13 18:30	2017-04-13 19:07	Proposed		N					2017-04-13 18:30	2017-04-13 23:30	Estimated	FlightViewData																				C560		Q	Y			CA	CA																		I	I							Y																																		
AA1163ORDSNA04131655	2017-04-13 20:28:00	AA	1163	ORD	SNA	2017-04-13 16:55	2017-04-13 21:11	2017-04-13 11:55	2017-04-13 14:11	InAir		N					2017-04-13 11:57	2017-04-13 16:57	Actual	AirlineData	2017-04-13 12:29	2017-04-13 17:29	Actual	AirlineData	2017-04-13 14:14	2017-04-13 21:14	Estimated	FlightViewData	2017-04-13 14:24	2017-04-13 21:24	Estimated	AirlineData	T3	K15		A	8	1	J	B738		L		1	2	US	US	N998NN					2017-04-13	2017-04-13			AA	2575	2017-04-13 10:47	2017-04-13 15:47	T				I	I			06	06		ORD												Y	2017-04-13 21:16	2017-04-13 14:16																					
DL9984DTWDTW04131600	2017-04-13 20:28:00	DL	9984	DTW	DTW	2017-04-13 16:00	2017-04-13 17:47	2017-04-13 12:00	2017-04-13 13:47	InAir	Diverted	N				DTW	2017-04-13 14:36	2017-04-13 18:36	Actual	AirlineData	2017-04-13 14:50	2017-04-13 18:50	Actual	AirlineData	2017-04-13 16:49	2017-04-13 20:49	Estimated	FlightViewData	2017-04-13 16:05	2017-04-13 20:05	Estimated	AirlineData								A321		L	Y			US	US	N305DN																	I	I		I																Y	2017-04-13 20:47	2017-04-13 16:47																					
DL5125DTWORF04131908	2017-04-13 20:28:00	DL	5125	DTW	ORF	2017-04-13 19:08	2017-04-13 20:55	2017-04-13 15:08	2017-04-13 16:55	Landed		N					2017-04-13 15:04	2017-04-13 19:04	Actual	AirlineData	2017-04-13 15:14	2017-04-13 19:14	Actual	AirlineData	2017-04-13 16:27	2017-04-13 20:27	Actual	FlightViewData	2017-04-13 16:31	2017-04-13 20:31	Estimated	AirlineData	EM	A71			B21		J	CRJ9		L		1	2	US	US	N166PQ	EV	5125			2017-04-13	2017-04-13			DL	5182	2017-04-13 14:28	2017-04-13 18:28	T		EV		I	I			06	06		DTW		Y	InAir									Y	2017-04-13 20:26	2017-04-13 16:26																					
UA1546MFRSFO04131956	2017-04-13 20:28:00	UA	1546	MFR	SFO	2017-04-13 19:56	2017-04-13 21:19	2017-04-13 12:56	2017-04-13 14:19	NoTakeoffInfo		N					2017-04-13 12:56	2017-04-13 19:56	Estimated	AirlineData									2017-04-13 14:14	2017-04-13 21:14	Estimated	AirlineData		5		3	62	3	J	B738		L		1	1	US	US	N14219					2017-04-13	2017-04-13			UA	676	2017-04-13 12:05	2017-04-13 19:05	T				I	I								Y	Scheduled																																
AA5972PHXAUS04131930	2017-04-13 20:28:00	AA	5972	PHX	AUS	2017-04-13 19:30	2017-04-13 21:42	2017-04-13 12:30	2017-04-13 16:42	InAir		N					2017-04-13 12:24	2017-04-13 19:24	Actual	AirlineData	2017-04-13 12:47	2017-04-13 19:47	Actual	AirlineData	2017-04-13 16:33	2017-04-13 21:33	Estimated	FlightViewData	2017-04-13 16:38	2017-04-13 21:38	Estimated	AirlineData	4	B3			17	3	J	CRJ9		L		2	2	US	US	N935LR	YV	5972			2017-04-13	2017-04-13			AA	5879	2017-04-13 11:22	2017-04-13 18:22	T		YV		I	I			06	06	FAT													Y	2017-04-13 21:31	2017-04-13 16:31																					
DL1661ATLPHL04131843	2017-04-13 20:28:00	DL	1661	ATL	PHL	2017-04-13 18:43	2017-04-13 20:49	2017-04-13 14:43	2017-04-13 16:49	Landed		N					2017-04-13 14:40	2017-04-13 18:40	Actual	AirlineData	2017-04-13 14:50	2017-04-13 18:50	Actual	AirlineData	2017-04-13 16:26	2017-04-13 20:26	Actual	AirlineData	2017-04-13 16:32	2017-04-13 20:32	Estimated	AirlineData	S	A26		D	D14		J	B752		L		1	1	US	US	N718TW					2017-04-13	2017-04-13			DL	1177	2017-04-13 13:45	2017-04-13 17:45	T				I	I			06	06														Y	2017-04-13 20:26	2017-04-13 16:26																					
5X2978DFWGEG04132012	2017-04-13 20:28:00	5X	2978	DFW	GEG	2017-04-13 20:12	2017-04-13 23:29	2017-04-13 15:12	2017-04-13 16:29	InAir		N									2017-04-13 15:17	2017-04-13 20:17	Actual	FlightViewData	2017-04-13 16:20	2017-04-13 23:20	Estimated	FlightViewData												A306		L	Y			US	US																		I	I																		Y	2017-04-13 23:19	2017-04-13 16:19																					
HA520HNLOGG04131944	2017-04-13 20:28:00	HA	520	HNL	OGG	2017-04-13 19:44	2017-04-13 20:24	2017-04-13 09:44	2017-04-13 10:24	InGate		N					2017-04-13 09:42	2017-04-13 19:42	Actual	AirlineData	2017-04-13 09:59	2017-04-13 19:59	Actual	AirlineData	2017-04-13 10:20	2017-04-13 20:20	Actual	AirlineData	2017-04-13 10:26	2017-04-13 20:26	Actual	AirlineData	Z	50			13		J	B712				1	1	US	US	N495HA					2017-04-13	2017-04-13			HA	117	2017-04-13 09:09	2017-04-13 19:09	T				I	I			06	06				Y	Landed												Y																				
AA5897IAHLGA04132129	2017-04-13 20:28:00	AA	5897	IAH	LGA	2017-04-13 21:29	2017-04-14 00:45	2017-04-13 16:29	2017-04-13 20:45	Proposed		N					2017-04-13 16:29	2017-04-13 21:29	Estimated	FlightViewData									2017-04-13 20:37	2017-04-14 00:37	Estimated	AirlineData								E75S		L	Y			US	US					AO													I	I																					Y																				Y
UA411MCOORD04131952	2017-04-13 20:28:00	UA	411	MCO	ORD	2017-04-13 19:52	2017-04-13 22:54	2017-04-13 15:52	2017-04-13 17:54	InAir		N					2017-04-13 15:48	2017-04-13 19:48	Actual	AirlineData	2017-04-13 16:00	2017-04-13 20:00	Actual	AirlineData	2017-04-13 17:34	2017-04-13 22:34	Estimated	AirlineData	2017-04-13 17:45	2017-04-13 22:45	Estimated	AirlineData	B	46		1	B4	14	J	B739		L		1	3	US	US	N66841					2017-04-13	2017-04-13			UA	776	2017-04-13 14:48	2017-04-13 18:48	T				I	I						LAX,IAD												Y	2017-04-13 22:25	2017-04-13 17:25	Y	2017-04-13 22:42	2017-04-13 17:42																		
AA479PHLORD04131940	2017-04-13 20:28:00	AA	479	PHL	ORD	2017-04-13 19:40	2017-04-13 22:13	2017-04-13 15:40	2017-04-13 17:13	InAir		N					2017-04-13 15:38	2017-04-13 19:38	Actual	AirlineData	2017-04-13 16:03	2017-04-13 20:03	Actual	AirlineData	2017-04-13 16:52	2017-04-13 21:52	Estimated	FlightViewData	2017-04-13 17:10	2017-04-13 22:10	Estimated	AirlineData	A	A7		T3	H12	5	J	A320		L		1	2	US	US	N111US					2017-04-13	2017-04-13			AA	1869	2017-04-13 14:46	2017-04-13 18:46	T				I	I			06	06		PHL												Y	2017-04-13 21:50	2017-04-13 16:50																					
DJR9SLCSBA04131745	2017-04-13 20:28:00	DJR	9	SLC	SBA	2017-04-13 17:45	2017-04-13 19:44	2017-04-13 11:45	2017-04-13 12:44	InAir		N									2017-04-13 14:04	2017-04-13 20:04	Actual	FlightViewData	2017-04-13 14:52	2017-04-13 21:52	Estimated	FlightViewData												C25B		L	Y			US	US																		I	I																		Y	2017-04-13 21:55	2017-04-13 14:55																					
EJA906DIJICT04131830	2017-04-13 20:28:00	EJA	906	DIJ	ICT	2017-04-13 18:30	2017-04-13 20:14	2017-04-13 12:30	2017-04-13 15:14	InAir		N									2017-04-13 13:03	2017-04-13 19:03	Actual	FlightViewData	2017-04-13 15:38	2017-04-13 20:38	Estimated	FlightViewData												C750		L	Y			US	US																		F	I																		Y	2017-04-13 20:39	2017-04-13 15:39																					
DL4595TUSSLC04131838	2017-04-13 20:28:00	DL	4595	TUS	SLC	2017-04-13 18:38	2017-04-13 20:38	2017-04-13 11:38	2017-04-13 14:38	InAir		N					2017-04-13 11:54	2017-04-13 18:54	Actual	AirlineData	2017-04-13 12:12	2017-04-13 19:12	Actual	AirlineData	2017-04-13 14:36	2017-04-13 20:36	Estimated	FlightViewData	2017-04-13 14:40	2017-04-13 20:40	Estimated	AirlineData		B2		1	B14		J	CRJ9		L		1	1	US	US	N805SK	OO	4595			2017-04-13	2017-04-13			DL	4454	2017-04-13 11:03	2017-04-13 18:03	T		OO		I	I			06	06																	Y	2017-04-13 20:41	2017-04-13 14:41																		
DL5771DFWLAX04131737	2017-04-13 20:28:00	DL	5771	DFW	LAX	2017-04-13 17:37	2017-04-13 21:05	2017-04-13 12:37	2017-04-13 14:05	InAir		N					2017-04-13 12:32	2017-04-13 17:32	Actual	AirlineData	2017-04-13 12:44	2017-04-13 17:44	Actual	AirlineData	2017-04-13 13:32	2017-04-13 20:32	Estimated	FlightViewData	2017-04-13 13:43	2017-04-13 20:43	Estimated	AirlineData	E	E14		5	56		J	E75S		L		1	1	US	US	N617CZ	CP	5771			2017-04-13	2017-04-13			DL	5778	2017-04-13 11:49	2017-04-13 16:49	T		CP		I	I			06	06														Y	2017-04-13 20:33	2017-04-13 13:33																					
NK423BOSMCO04132006	2017-04-13 20:28:00	NK	423	BOS	MCO	2017-04-13 20:06	2017-04-13 23:25	2017-04-13 16:06	2017-04-13 19:25	InAir		N									2017-04-13 16:17	2017-04-13 20:17	Actual	FlightViewData	2017-04-13 18:53	2017-04-13 22:53	Estimated	FlightViewData	2017-04-13 19:23	2017-04-13 23:23	Estimated	AirlineData	B	B-38		B	34	21	J	A320		L		1	1	US	US	N611NK					2017-04-13	2017-04-13											I	I																		Y	2017-04-13 22:55	2017-04-13 18:55																					
EJM2PBITEB04131830	2017-04-13 20:28:00	EJM	2	PBI	TEB	2017-04-13 18:30	2017-04-13 20:57	2017-04-13 14:30	2017-04-13 16:57	InAir		N									2017-04-13 15:02	2017-04-13 19:02	Actual	FlightViewData	2017-04-13 17:22	2017-04-13 21:22	Estimated	FlightViewData												GLF5		L	Y			US	US																		I	I																		Y	2017-04-13 21:24	2017-04-13 17:24																					
DL2036ATLPHL04132029	2017-04-13 20:28:00	DL	2036	ATL	PHL	2017-04-13 20:29	2017-04-13 22:35	2017-04-13 16:29	2017-04-13 18:35	OutGate		N					2017-04-13 16:26	2017-04-13 20:26	Actual	AirlineData									2017-04-13 18:14	2017-04-13 22:14	Estimated	AirlineData	S	B18		D	D12		J	MD88		Z		1	2	US	US	N904DL					2017-04-13	2017-04-13											I	I			06	06		ATL		Y	Scheduled			Y									Y	2017-04-13 22:17	2017-04-13 18:17																		
AS35FLLSEA04132240	2017-04-13 20:28:00	AS	35	FLL	SEA	2017-04-13 22:40	2017-04-14 05:16	2017-04-13 18:40	2017-04-13 22:16	Scheduled		N					2017-04-13 18:40	2017-04-13 22:40	Estimated	AirlineData									2017-04-13 21:52	2017-04-14 04:52	Estimated	AirlineData	1	C6			N4		J	73H				1	1	US	US	N552AS					2017-04-13	2017-04-13											I	I																					Y	2017-04-14 05:16	2017-04-13 22:16																		
JLG695TPHRNO04131900	2017-04-13 20:28:00	JLG	695	TPH	RNO	2017-04-13 19:00	2017-04-13 19:52	2017-04-13 12:00	2017-04-13 12:52	InAir		N									2017-04-13 12:57	2017-04-13 19:57	Actual	FlightViewData	2017-04-13 13:50	2017-04-13 20:50	Estimated	FlightViewData												BE9L		G	Y			US	US																		I	I																		Y	2017-04-13 20:49	2017-04-13 13:49																					
AA1249LAXATL04131745	2017-04-13 20:28:00	AA	1249	LAX	ATL	2017-04-13 17:45	2017-04-13 22:13	2017-04-13 10:45	2017-04-13 18:13	InAir		N					2017-04-13 11:04	2017-04-13 18:04	Actual	AirlineData	2017-04-13 11:24	2017-04-13 18:24	Actual	AirlineData	2017-04-13 18:21	2017-04-13 22:21	Estimated	FlightViewData	2017-04-13 18:32	2017-04-13 22:32	Estimated	AirlineData	4	40		N	T12	9	J	B738		L		1	2	US	US	N977NN					2017-04-13	2017-04-13			AA	2544	2017-04-13 09:40	2017-04-13 16:40	T				I	I			06	06		LAX												Y	2017-04-13 22:11	2017-04-13 18:11																					
7F5802YFBYGT04132000	2017-04-13 20:28:00	7F	5802	YFB	YGT	2017-04-13 20:00	2017-04-13 22:00	2017-04-13 16:00	2017-04-13 18:00	InAir		N									2017-04-13 16:01	2017-04-13 20:01	Actual	FlightViewData	2017-04-13 17:56	2017-04-13 21:56	Estimated	FlightViewData												AT43		G	Y			CA	CA																		I	I																		Y	2017-04-13 21:55	2017-04-13 17:55																					
DL1056SFOSLC04132005	2017-04-13 20:28:00	DL	1056	SFO	SLC	2017-04-13 20:05	2017-04-13 21:57	2017-04-13 13:05	2017-04-13 15:57	InAir		N					2017-04-13 13:00	2017-04-13 20:00	Actual	AirlineData	2017-04-13 13:26	2017-04-13 20:26	Actual	AirlineData					2017-04-13 15:49	2017-04-13 21:49	Estimated	AirlineData	1	40		I	D10		J	A320		L		2	2	US	US	N314US					2017-04-13	2017-04-13			DL	1056	2017-04-13 12:25	2017-04-13 19:25	T				I	I			06	06	SLC			Y	OutGate						Y						Y	2017-04-13 21:44	2017-04-13 15:44																		
AA2445DFWMEM04131900	2017-04-13 20:28:00	AA	2445	DFW	MEM	2017-04-13 19:00	2017-04-13 20:26	2017-04-13 14:00	2017-04-13 15:26	Landed		N					2017-04-13 14:14	2017-04-13 19:14	Actual	AirlineData	2017-04-13 14:24	2017-04-13 19:24	Actual	AirlineData	2017-04-13 15:26	2017-04-13 20:26	Actual	AirlineData	2017-04-13 15:33	2017-04-13 20:33	Estimated	AirlineData	C	C15			C12B	9C	J	MD83		L		1	2	US	US	N9405T					2017-04-13	2017-04-13			AA	2214	2017-04-13 13:28	2017-04-13 18:28	T				I	I			06	06		DFW		Y	InAir									Y	2017-04-13 20:25	2017-04-13 15:25	Y	2017-04-13 20:34	2017-04-13 15:34																		
AA2341DFWPHX04131805	2017-04-13 20:28:00	AA	2341	DFW	PHX	2017-04-13 18:05	2017-04-13 20:46	2017-04-13 13:05	2017-04-13 13:46	InAir		N					2017-04-13 13:10	2017-04-13 18:10	Actual	AirlineData	2017-04-13 13:24	2017-04-13 18:24	Actual	AirlineData	2017-04-13 13:28	2017-04-13 20:28	Estimated	FlightViewData	2017-04-13 13:37	2017-04-13 20:37	Estimated	AirlineData	D	D40		4	A25		J	B738		L		1	2	US	US	N921NN					2017-04-13	2017-04-13											I	I			06	06		BOS												Y	2017-04-13 20:27	2017-04-13 13:27																					
AA4110PWMPHL04131910	2017-04-13 20:28:00	AA	4110	PWM	PHL	2017-04-13 19:10	2017-04-13 20:44	2017-04-13 15:10	2017-04-13 16:44	Landed		N					2017-04-13 15:10	2017-04-13 19:10	Actual	AirlineData	2017-04-13 15:16	2017-04-13 19:16	Actual	AirlineData	2017-04-13 16:24	2017-04-13 20:24	Actual	AirlineData	2017-04-13 16:32	2017-04-13 20:32	Estimated	AirlineData		9		F	F9	F	J	CRJ2		L		2	2	US	US	N415AW	ZW	4110			2017-04-13	2017-04-13			AA	4110	2017-04-13 14:45	2017-04-13 18:45	T		ZW		I	I			06	06	PHL													Y	2017-04-13 20:24	2017-04-13 16:24	Y	2017-04-13 20:37	2017-04-13 16:37																		
AA1630CMHDFW04131915	2017-04-13 20:28:00	AA	1630	CMH	DFW	2017-04-13 19:15	2017-04-13 22:04	2017-04-13 15:15	2017-04-13 17:04	InAir		N					2017-04-13 15:25	2017-04-13 19:25	Actual	AirlineData	2017-04-13 15:34	2017-04-13 19:34	Actual	AirlineData	2017-04-13 16:44	2017-04-13 21:44	Estimated	FlightViewData	2017-04-13 16:56	2017-04-13 21:56	Estimated	AirlineData		B25		C	C39	C31	J	A319		L		2	2	US	US	N765US					2017-04-13	2017-04-13											I	I			06	06	DFW													Y	2017-04-13 21:42	2017-04-13 16:42																					
AA5313SYRCLT04131910	2017-04-13 20:28:00	AA	5313	SYR	CLT	2017-04-13 19:10	2017-04-13 21:19	2017-04-13 15:10	2017-04-13 17:19	InAir		N					2017-04-13 15:07	2017-04-13 19:07	Actual	AirlineData	2017-04-13 15:17	2017-04-13 19:17	Actual	AirlineData	2017-04-13 16:49	2017-04-13 20:49	Estimated	FlightViewData	2017-04-13 17:14	2017-04-13 21:14	Estimated	AirlineData		6			E26	E	J	CRJ9		L		1	1	US	US	N588NN	OH	5313			2017-04-13	2017-04-13			AA	5184	2017-04-13 14:37	2017-04-13 18:37	T		OH		I	I			06	06														Y	2017-04-13 20:51	2017-04-13 16:51																					
DCM6038UESAVP04132030	2017-04-13 20:28:00	DCM	6038	UES	AVP	2017-04-13 20:30	2017-04-13 22:09	2017-04-13 15:30	2017-04-13 18:09	InAir		N									2017-04-13 14:30	2017-04-13 19:30	Actual	FlightViewData	2017-04-13 16:59	2017-04-13 20:59	Estimated	FlightViewData												C560		L	Y			US	US																		I	I																		Y	2017-04-13 20:58	2017-04-13 16:58																					
AA558PHXMCO04131919	2017-04-13 20:28:00	AA	558	PHX	MCO	2017-04-13 19:19	2017-04-13 23:27	2017-04-13 12:19	2017-04-13 19:27	InAir		N					2017-04-13 12:13	2017-04-13 19:13	Actual	AirlineData	2017-04-13 12:28	2017-04-13 19:28	Actual	AirlineData	2017-04-13 19:05	2017-04-13 23:05	Estimated	FlightViewData	2017-04-13 19:20	2017-04-13 23:20	Estimated	AirlineData	4	A18		B	58	27	J	A321		L		2	2	US	US	N188US					2017-04-13	2017-04-13			AA	1754	2017-04-12 20:55	2017-04-13 03:55	T				I	I			06	06	SEA													Y	2017-04-13 23:07	2017-04-13 19:07																					
UA2726SJDLAX04131715	2017-04-13 20:28:00	UA	2726	SJD	LAX	2017-04-13 17:15	2017-04-13 19:51	2017-04-13 11:15	2017-04-13 12:51	InGate		N					2017-04-13 11:39	2017-04-13 17:39	Actual	AirlineData	2017-04-13 11:55	2017-04-13 17:55	Actual	AirlineData	2017-04-13 13:08	2017-04-13 20:08	Actual	AirlineData	2017-04-13 13:27	2017-04-13 20:27	Actual	AirlineData		6		7	75A	B	G	B739		L		1	1	MX	US	N36444																	I	I								Y	Landed												Y	2017-04-13 20:23	2017-04-13 13:23																		
F91864PHXCLE04131930	2017-04-13 20:28:00	F9	1864	PHX	CLE	2017-04-13 19:30	2017-04-13 23:18	2017-04-13 12:30	2017-04-13 19:18	InAir		N					2017-04-13 12:20	2017-04-13 19:20	Actual	AirlineData	2017-04-13 12:38	2017-04-13 19:38	Actual	AirlineData	2017-04-13 19:02	2017-04-13 23:02	Estimated	FlightViewData	2017-04-13 19:10	2017-04-13 23:10	Estimated	AirlineData	3	20			A-7	3	J	A319		L		2	2	US	US	N951FR				AE	2017-04-13	2017-04-13			F9	1864	2017-04-13 11:40	2017-04-13 18:40	T				I	I					PDX													Y	2017-04-13 23:04	2017-04-13 19:04																					
AA880PLSCLT04131930	2017-04-13 20:28:00	AA	880	PLS	CLT	2017-04-13 19:30	2017-04-13 22:36	2017-04-13 15:30	2017-04-13 18:36	InAir		N					2017-04-13 15:20	2017-04-13 19:20	Actual	AirlineData	2017-04-13 15:36	2017-04-13 19:36	Actual	AirlineData	2017-04-13 18:07	2017-04-13 22:07	Estimated	FlightViewData	2017-04-13 18:19	2017-04-13 22:19	Estimated	AirlineData		6A			D5	D	J	A321		L		1	1	TC	US	N153UW					2017-04-13	2017-04-13											I	I			06	06														Y	2017-04-13 22:06	2017-04-13 18:06																					
AA2705DFWCUN04131805	2017-04-13 20:28:00	AA	2705	DFW	CUN	2017-04-13 18:05	2017-04-13 20:45	2017-04-13 13:05	2017-04-13 15:45	Landed		N					2017-04-13 12:58	2017-04-13 17:58	Actual	AirlineData	2017-04-13 13:12	2017-04-13 18:12	Actual	AirlineData	2017-04-13 15:26	2017-04-13 20:26	Actual	AirlineData	2017-04-13 15:32	2017-04-13 20:32	Estimated	AirlineData	D	D31		3	47		J	A321		L		1	1	US	MX	N994AN					2017-04-13	2017-04-13			AA	1476	2017-04-13 11:51	2017-04-13 16:51	T				I	I			06	06														Y	2017-04-13 20:15	2017-04-13 15:15	Y	2017-04-13 20:34	2017-04-13 15:34					Y													
EJA395APFIAD04131718	2017-04-13 20:28:00	EJA	395	APF	IAD	2017-04-13 17:18	2017-04-13 19:32	2017-04-13 13:18	2017-04-13 15:32	Landed		N									2017-04-13 14:19	2017-04-13 18:19	Actual	FlightViewData	2017-04-13 16:27	2017-04-13 20:27	Actual	FlightViewData												E55P		L	Y			US	US																		I	I								Y	InAir									Y	2017-04-13 20:33	2017-04-13 16:33																					
